,id,region,start,end,strand
2933,2933,ENST00000428368,1711,1911,+
32330,32330,ENST00000644954,504,704,+
29265,29265,ENST00000395042,122,322,+
11970,11970,ENST00000392121,30,230,+
48999,48999,ENST00000311565,408,608,+
28022,28022,ENST00000380573,310,510,+
1129,1129,ENST00000484921,16,216,+
731,731,ENST00000438295,111,311,+
11110,11110,ENST00000398631,388,588,+
30329,30329,ENST00000417664,81,281,+
3084,3084,ENST00000311014,443,643,+
7297,7297,ENST00000244745,523,723,+
37356,37356,ENST00000565065,8,208,+
31926,31926,ENST00000358694,904,1104,+
2795,2795,ENST00000409740,453,653,+
25363,25363,ENST00000359428,2676,2876,+
7601,7601,ENST00000627783,1204,1404,+
798,798,ENST00000529320,66,266,+
22616,22616,ENST00000593133,1604,1804,+
17118,17118,ENST00000549612,30,230,+
43715,43715,ENST00000649807,487,687,+
178,178,ENST00000409645,1006,1206,+
17558,17558,ENST00000399103,6,206,+
13798,13798,ENST00000389057,3424,3624,+
42598,42598,ENST00000437950,2,202,+
17174,17174,ENST00000359783,372,572,+
32567,32567,ENST00000577390,1881,2081,+
27777,27777,ENST00000398402,141,341,+
32966,32966,ENST00000289893,7886,8086,+
24648,24648,ENST00000350669,294,494,+
29769,29769,ENST00000637699,267,467,+
16932,16932,ENST00000507735,451,651,+
12940,12940,ENST00000528489,384,584,+
23849,23849,ENST00000524803,579,779,+
11772,11772,ENST00000613283,1050,1250,+
38498,38498,ENST00000542639,305,505,+
4616,4616,ENST00000642648,19,219,+
15103,15103,ENST00000257909,742,942,+
7533,7533,ENST00000396050,651,851,+
66,66,ENST00000646625,1100,1300,+
49254,49254,ENST00000406696,364,564,+
37480,37480,ENST00000376552,1416,1616,+
21598,21598,ENST00000403372,294,494,+
15689,15689,ENST00000555986,333,533,+
47361,47361,ENST00000622567,111,311,+
5033,5033,ENST00000403712,165,365,+
39683,39683,ENST00000519860,2,202,+
35340,35340,ENST00000496549,0,200,+
48157,48157,ENST00000539015,162,362,+
20225,20225,ENST00000522781,595,795,+
17006,17006,ENST00000252660,268,468,+
9873,9873,ENST00000327201,424,624,+
38990,38990,ENST00000474451,574,774,+
787,787,ENST00000398398,340,540,+
3332,3332,ENST00000650436,244,444,+
30966,30966,ENST00000433160,222,422,+
49556,49556,ENST00000397843,272,472,+
6008,6008,ENST00000615680,652,852,+
24162,24162,ENST00000382296,52,252,+
8334,8334,ENST00000425217,505,705,+
48617,48617,ENST00000445635,186,386,+
6297,6297,ENST00000609421,625,825,+
32264,32264,ENST00000378197,545,745,+
1191,1191,ENST00000494714,306,506,+
515,515,ENST00000461742,1748,1948,+
30734,30734,ENST00000251102,767,967,+
30024,30024,ENST00000435630,251,451,+
37244,37244,ENST00000601638,414,614,+
27223,27223,ENST00000504201,115,315,+
21435,21435,ENST00000556437,169,369,+
23283,23283,ENST00000379255,1332,1532,+
43000,43000,ENST00000481617,504,704,+
1001,1001,ENST00000209668,361,561,+
14622,14622,ENST00000378985,11,211,+
18982,18982,ENST00000649752,354,554,+
17898,17898,ENST00000450383,486,686,+
6191,6191,ENST00000511113,454,654,+
14175,14175,ENST00000541846,111,311,+
40005,40005,ENST00000340001,3010,3210,+
5753,5753,ENST00000637636,504,704,+
34836,34836,ENST00000360862,110,310,+
40581,40581,ENST00000586606,25,225,+
41004,41004,ENST00000392496,722,922,+
16252,16252,ENST00000640225,9,209,+
24920,24920,ENST00000333577,868,1068,+
15905,15905,ENST00000479371,488,688,+
1462,1462,ENST00000327179,1274,1474,+
24299,24299,ENST00000354433,535,735,+
18255,18255,ENST00000503414,78,278,+
37344,37344,ENST00000375394,2125,2325,+
42624,42624,ENST00000587461,54,254,+
27464,27464,ENST00000293328,776,976,+
47264,47264,ENST00000356135,300,500,+
7349,7349,ENST00000531197,1092,1292,+
4818,4818,ENST00000373006,90,290,+
220,220,ENST00000530324,387,587,+
26337,26337,ENST00000309212,387,587,+
44412,44412,ENST00000369240,66,266,+
12632,12632,ENST00000409036,684,884,+
19937,19937,ENST00000353656,575,775,+
27773,27773,ENST00000360674,539,739,+
4603,4603,ENST00000641569,184,384,+
37016,37016,ENST00000395240,260,460,+
22499,22499,ENST00000561294,363,563,+
39255,39255,ENST00000361147,980,1180,+
7036,7036,ENST00000369458,627,827,+
42224,42224,ENST00000565627,362,562,+
5650,5650,ENST00000358144,2859,3059,+
28311,28311,ENST00000371626,186,386,+
17632,17632,ENST00000395997,305,505,+
46123,46123,ENST00000275191,49,249,+
48998,48998,ENST00000646388,429,629,+
29863,29863,ENST00000476931,77,277,+
2881,2881,ENST00000269289,1209,1409,+
18061,18061,ENST00000420366,1678,1878,+
42058,42058,ENST00000618091,451,651,+
22444,22444,ENST00000586958,1,201,+
901,901,ENST00000504594,62,262,+
18981,18981,ENST00000264933,368,568,+
39932,39932,ENST00000514182,527,727,+
34949,34949,ENST00000407218,248,448,+
8488,8488,ENST00000337859,548,748,+
42481,42481,ENST00000563332,408,608,+
30232,30232,ENST00000340107,603,803,+
23464,23464,ENST00000353172,238,438,+
8219,8219,ENST00000427190,620,820,+
1627,1627,ENST00000355192,212,412,+
6772,6772,ENST00000259119,1676,1876,+
12021,12021,ENST00000397555,304,504,+
14678,14678,ENST00000404234,1357,1557,+
11440,11440,ENST00000569312,3,203,+
44795,44795,ENST00000573476,59,259,+
48094,48094,ENST00000357685,401,601,+
28967,28967,ENST00000525929,806,1006,+
40025,40025,ENST00000367820,167,367,+
2580,2580,ENST00000432493,57,257,+
40734,40734,ENST00000452648,1020,1220,+
47137,47137,ENST00000305690,101,301,+
34924,34924,ENST00000622390,226,426,+
4340,4340,ENST00000360046,150,350,+
46107,46107,ENST00000617047,200,400,+
42330,42330,ENST00000304239,113,313,+
35461,35461,ENST00000357419,64,264,+
18771,18771,ENST00000515765,5890,6090,+
1073,1073,ENST00000553522,22,222,+
21638,21638,ENST00000302327,110,310,+
17065,17065,ENST00000291295,8,208,+
37298,37298,ENST00000579855,979,1179,+
29351,29351,ENST00000596217,934,1134,+
32626,32626,ENST00000360003,830,1030,+
3159,3159,ENST00000547865,2,202,+
38353,38353,ENST00000555870,106,306,+
35755,35755,ENST00000447596,330,530,+
21292,21292,ENST00000250535,286,486,+
34650,34650,ENST00000376955,449,649,+
21398,21398,ENST00000422077,164,364,+
31334,31334,ENST00000379295,727,927,+
18324,18324,ENST00000279024,2357,2557,+
19680,19680,ENST00000642854,185,385,+
5974,5974,ENST00000443308,146,346,+
3729,3729,ENST00000424388,38,238,+
490,490,ENST00000359971,81,281,+
22092,22092,ENST00000540675,86,286,+
33949,33949,ENST00000613206,2282,2482,+
1375,1375,ENST00000532498,310,510,+
37782,37782,ENST00000357041,1366,1566,+
31658,31658,ENST00000589322,424,624,+
17010,17010,ENST00000263201,1008,1208,+
4758,4758,ENST00000457155,255,455,+
30341,30341,ENST00000357985,232,432,+
10304,10304,ENST00000400181,1303,1503,+
6040,6040,ENST00000644186,1838,2038,+
28756,28756,ENST00000610935,728,928,+
2841,2841,ENST00000264731,414,614,+
36948,36948,ENST00000648908,1270,1470,+
36854,36854,ENST00000382374,728,928,+
47676,47676,ENST00000638834,27,227,+
2887,2887,ENST00000645515,1285,1485,+
8876,8876,ENST00000467011,520,720,+
20923,20923,ENST00000487372,2473,2673,+
23067,23067,ENST00000463855,38,238,+
39439,39439,ENST00000424699,114,314,+
14997,14997,ENST00000569591,3392,3592,+
22837,22837,ENST00000305586,684,884,+
41979,41979,ENST00000302259,282,482,+
17750,17750,ENST00000407008,987,1187,+
47279,47279,ENST00000398316,1607,1807,+
19023,19023,ENST00000378614,381,581,+
17575,17575,ENST00000302907,165,365,+
5602,5602,ENST00000620346,842,1042,+
32894,32894,ENST00000429130,563,763,+
13921,13921,ENST00000641265,402,602,+
5730,5730,ENST00000410111,983,1183,+
14745,14745,ENST00000640173,117,317,+
5296,5296,ENST00000556051,35,235,+
13851,13851,ENST00000392668,787,987,+
45474,45474,ENST00000590964,148,348,+
17696,17696,ENST00000302536,169,369,+
25274,25274,ENST00000383233,663,863,+
42939,42939,ENST00000356534,29,229,+
28379,28379,ENST00000367805,883,1083,+
20918,20918,ENST00000404589,287,487,+
42833,42833,ENST00000411637,5528,5728,+
40437,40437,ENST00000590536,1985,2185,+
6869,6869,ENST00000621607,445,645,+
21042,21042,ENST00000649301,138,338,+
43240,43240,ENST00000396997,292,492,+
9943,9943,ENST00000259997,374,574,+
9643,9643,ENST00000421979,27,227,+
14892,14892,ENST00000550075,71,271,+
29709,29709,ENST00000505868,4116,4316,+
39661,39661,ENST00000536831,512,712,+
39449,39449,ENST00000541583,719,919,+
38196,38196,ENST00000526031,786,986,+
9190,9190,ENST00000596348,79,279,+
48024,48024,ENST00000341170,577,777,+
21650,21650,ENST00000447838,1008,1208,+
3786,3786,ENST00000372231,522,722,+
34552,34552,ENST00000432556,76,276,+
29809,29809,ENST00000261733,1299,1499,+
39884,39884,ENST00000456238,85,285,+
4683,4683,ENST00000295951,561,761,+
42814,42814,ENST00000347785,246,446,+
4270,4270,ENST00000637101,259,459,+
32113,32113,ENST00000238561,904,1104,+
34806,34806,ENST00000427805,215,415,+
20425,20425,ENST00000368482,103,303,+
42049,42049,ENST00000541547,1146,1346,+
19281,19281,ENST00000392382,1703,1903,+
48356,48356,ENST00000357171,467,667,+
44951,44951,ENST00000667157,789,989,+
40644,40644,ENST00000546711,2904,3104,+
3340,3340,ENST00000379387,764,964,+
43902,43902,ENST00000542437,532,732,+
19037,19037,ENST00000445220,2071,2271,+
32230,32230,ENST00000539893,23,223,+
38679,38679,ENST00000546254,596,796,+
14287,14287,ENST00000373237,122,322,+
41863,41863,ENST00000540617,698,898,+
41282,41282,ENST00000397248,7,207,+
2031,2031,ENST00000309851,122,322,+
21473,21473,ENST00000338513,350,550,+
17197,17197,ENST00000405240,1103,1303,+
7235,7235,ENST00000437221,945,1145,+
12755,12755,ENST00000556336,2518,2718,+
15327,15327,ENST00000372622,318,518,+
30951,30951,ENST00000561603,2624,2824,+
20590,20590,ENST00000274547,1298,1498,+
29850,29850,ENST00000526601,461,661,+
1079,1079,ENST00000638755,87,287,+
18610,18610,ENST00000356116,1223,1423,+
47049,47049,ENST00000493030,770,970,+
28091,28091,ENST00000536554,787,987,+
27281,27281,ENST00000513738,140,340,+
38417,38417,ENST00000403642,178,378,+
27672,27672,ENST00000646446,787,987,+
26026,26026,ENST00000356406,437,637,+
14318,14318,ENST00000368730,115,315,+
28805,28805,ENST00000583881,12,212,+
14506,14506,ENST00000486715,1698,1898,+
36630,36630,ENST00000321945,590,790,+
2936,2936,ENST00000542156,645,845,+
3917,3917,ENST00000505059,88,288,+
30063,30063,ENST00000366471,149,349,+
34457,34457,ENST00000269980,1074,1274,+
26299,26299,ENST00000511108,1100,1300,+
28112,28112,ENST00000417478,308,508,+
45547,45547,ENST00000382581,87,287,+
33073,33073,ENST00000555027,206,406,+
36824,36824,ENST00000376372,387,587,+
44657,44657,ENST00000557209,25,225,+
9837,9837,ENST00000462644,94,294,+
9706,9706,ENST00000371711,931,1131,+
35081,35081,ENST00000648810,1177,1377,+
30720,30720,ENST00000381120,448,648,+
26027,26027,ENST00000429148,361,561,+
14308,14308,ENST00000367462,313,513,+
34581,34581,ENST00000535295,158,358,+
19880,19880,ENST00000620882,406,606,+
41798,41798,ENST00000455600,1279,1479,+
2062,2062,ENST00000450114,64,264,+
6470,6470,ENST00000639034,298,498,+
17400,17400,ENST00000370613,553,753,+
6477,6477,ENST00000577961,445,645,+
38220,38220,ENST00000511507,1017,1217,+
11279,11279,ENST00000583535,5591,5791,+
29831,29831,ENST00000634992,15,215,+
16940,16940,ENST00000373830,374,574,+
29122,29122,ENST00000439764,1431,1631,+
42674,42674,ENST00000347735,424,624,+
49854,49854,ENST00000471231,389,589,+
37038,37038,ENST00000648359,634,834,+
8531,8531,ENST00000628646,3559,3759,+
43129,43129,ENST00000426513,21,221,+
20470,20470,ENST00000489835,563,763,+
23047,23047,ENST00000375436,1061,1261,+
9095,9095,ENST00000643884,1353,1553,+
19522,19522,ENST00000483665,15,215,+
44642,44642,ENST00000477305,44,244,+
32092,32092,ENST00000537645,1082,1282,+
16972,16972,ENST00000373424,64,264,+
36133,36133,ENST00000317096,826,1026,+
5515,5515,ENST00000444676,1039,1239,+
11781,11781,ENST00000308370,1155,1355,+
8226,8226,ENST00000295050,173,373,+
15310,15310,ENST00000455009,654,854,+
24604,24604,ENST00000356896,940,1140,+
35163,35163,ENST00000399725,2239,2439,+
5506,5506,ENST00000618342,650,850,+
26478,26478,ENST00000374524,25,225,+
924,924,ENST00000426897,24,224,+
40902,40902,ENST00000357596,32,232,+
12070,12070,ENST00000534359,99,299,+
11706,11706,ENST00000649673,223,423,+
41439,41439,ENST00000380465,122,322,+
35892,35892,ENST00000446085,52,252,+
22057,22057,ENST00000347545,1059,1259,+
30916,30916,ENST00000336557,103,303,+
19158,19158,ENST00000379516,1217,1417,+
40388,40388,ENST00000426833,351,551,+
6559,6559,ENST00000293618,1100,1300,+
44410,44410,ENST00000430347,156,356,+
41913,41913,ENST00000610664,376,576,+
12720,12720,ENST00000514447,64,264,+
42614,42614,ENST00000409525,185,385,+
46682,46682,ENST00000449942,214,414,+
41183,41183,ENST00000637208,595,795,+
9627,9627,ENST00000651352,175,375,+
5798,5798,ENST00000616322,350,550,+
28557,28557,ENST00000645324,335,535,+
22366,22366,ENST00000636212,70,270,+
38650,38650,ENST00000298681,436,636,+
9782,9782,ENST00000621687,1247,1447,+
27832,27832,ENST00000395759,348,548,+
26025,26025,ENST00000410011,85,285,+
18565,18565,ENST00000629528,427,627,+
19627,19627,ENST00000527509,1156,1356,+
17857,17857,ENST00000251481,540,740,+
38871,38871,ENST00000302312,51,251,+
39516,39516,ENST00000346495,26,226,+
29793,29793,ENST00000409367,145,345,+
27843,27843,ENST00000262103,332,532,+
13009,13009,ENST00000619376,4,204,+
41850,41850,ENST00000420646,101,301,+
44191,44191,ENST00000350697,356,556,+
45214,45214,ENST00000525044,41,241,+
31097,31097,ENST00000455313,274,474,+
15966,15966,ENST00000618220,136,336,+
46737,46737,ENST00000397714,596,796,+
25785,25785,ENST00000420461,1017,1217,+
38308,38308,ENST00000645900,1909,2109,+
33189,33189,ENST00000517361,2784,2984,+
26347,26347,ENST00000326004,34,234,+
18690,18690,ENST00000333861,1539,1739,+
24849,24849,ENST00000309733,167,367,+
16555,16555,ENST00000645353,455,655,+
3956,3956,ENST00000318348,117,317,+
5606,5606,ENST00000396789,537,737,+
49070,49070,ENST00000626808,261,461,+
24846,24846,ENST00000415641,317,517,+
34493,34493,ENST00000426151,1186,1386,+
1184,1184,ENST00000229829,112,312,+
26140,26140,ENST00000287899,371,571,+
42742,42742,ENST00000233027,1937,2137,+
44121,44121,ENST00000441172,56,256,+
33672,33672,ENST00000393852,703,903,+
19878,19878,ENST00000296220,314,514,+
8346,8346,ENST00000553733,60,260,+
7797,7797,ENST00000373983,621,821,+
48268,48268,ENST00000374852,57,257,+
6089,6089,ENST00000594171,541,741,+
2080,2080,ENST00000342820,130,330,+
40696,40696,ENST00000533751,453,653,+
46534,46534,ENST00000315082,1342,1542,+
7933,7933,ENST00000436439,338,538,+
10846,10846,ENST00000652667,598,798,+
12177,12177,ENST00000423724,209,409,+
9316,9316,ENST00000660083,967,1167,+
24594,24594,ENST00000512193,2172,2372,+
11927,11927,ENST00000485895,283,483,+
9927,9927,ENST00000403987,14,214,+
7211,7211,ENST00000393977,399,599,+
21061,21061,ENST00000372362,40,240,+
6533,6533,ENST00000498107,15,215,+
5209,5209,ENST00000643049,128,328,+
35414,35414,ENST00000512104,124,324,+
10073,10073,ENST00000415148,432,632,+
43390,43390,ENST00000394894,1572,1772,+
8448,8448,ENST00000373673,138,338,+
39164,39164,ENST00000619857,603,803,+
34246,34246,ENST00000548421,56,256,+
28926,28926,ENST00000528821,0,200,+
692,692,ENST00000439718,35,235,+
30225,30225,ENST00000316052,290,490,+
46095,46095,ENST00000374227,1273,1473,+
39133,39133,ENST00000339865,653,853,+
46931,46931,ENST00000546024,508,708,+
7370,7370,ENST00000634759,476,676,+
34069,34069,ENST00000329066,1749,1949,+
7837,7837,ENST00000269582,448,648,+
36483,36483,ENST00000395469,522,722,+
46425,46425,ENST00000451782,1404,1604,+
24495,24495,ENST00000520407,259,459,+
28633,28633,ENST00000617771,197,397,+
5037,5037,ENST00000506456,22,222,+
37167,37167,ENST00000506855,83,283,+
13840,13840,ENST00000393540,1164,1364,+
20900,20900,ENST00000358152,66,266,+
30979,30979,ENST00000530849,308,508,+
7354,7354,ENST00000564404,14,214,+
16122,16122,ENST00000624207,769,969,+
8750,8750,ENST00000503703,208,408,+
44313,44313,ENST00000521580,67,267,+
27151,27151,ENST00000267803,1005,1205,+
1436,1436,ENST00000295294,330,530,+
507,507,ENST00000443668,64,264,+
38170,38170,ENST00000617459,58,258,+
5930,5930,ENST00000417227,990,1190,+
8947,8947,ENST00000260061,65,265,+
12242,12242,ENST00000530913,17,217,+
17303,17303,ENST00000378404,692,892,+
28412,28412,ENST00000247881,449,649,+
32263,32263,ENST00000378679,1590,1790,+
4386,4386,ENST00000479035,22,222,+
44983,44983,ENST00000453373,862,1062,+
10310,10310,ENST00000312037,113,313,+
8921,8921,ENST00000531220,57,257,+
8693,8693,ENST00000627621,162,362,+
17027,17027,ENST00000536824,175,375,+
25488,25488,ENST00000383052,87,287,+
1539,1539,ENST00000359741,340,540,+
9121,9121,ENST00000264649,95,295,+
33979,33979,ENST00000547195,1454,1654,+
15284,15284,ENST00000618634,1278,1478,+
5867,5867,ENST00000415431,74,274,+
35328,35328,ENST00000602133,2126,2326,+
22490,22490,ENST00000398226,10,210,+
13029,13029,ENST00000392232,967,1167,+
11569,11569,ENST00000462237,265,465,+
21999,21999,ENST00000650999,537,737,+
390,390,ENST00000426995,196,396,+
17848,17848,ENST00000371337,47,247,+
29001,29001,ENST00000602022,1636,1836,+
17576,17576,ENST00000473195,45,245,+
31728,31728,ENST00000631375,2258,2458,+
46660,46660,ENST00000613538,82,282,+
42832,42832,ENST00000263354,31,231,+
32021,32021,ENST00000466475,1871,2071,+
36358,36358,ENST00000329397,152,352,+
11350,11350,ENST00000400752,129,329,+
25081,25081,ENST00000395573,19,219,+
41203,41203,ENST00000404056,223,423,+
6719,6719,ENST00000582513,447,647,+
15540,15540,ENST00000261170,1274,1474,+
47127,47127,ENST00000405192,728,928,+
27241,27241,ENST00000308020,1110,1310,+
14693,14693,ENST00000399959,138,338,+
946,946,ENST00000642195,94,294,+
14327,14327,ENST00000368764,271,471,+
14414,14414,ENST00000571134,604,804,+
44304,44304,ENST00000615851,222,422,+
35932,35932,ENST00000456989,749,949,+
35315,35315,ENST00000471841,1995,2195,+
32157,32157,ENST00000454147,90,290,+
18157,18157,ENST00000338641,1111,1311,+
13007,13007,ENST00000450233,28,228,+
33040,33040,ENST00000641458,608,808,+
20827,20827,ENST00000641913,608,808,+
25373,25373,ENST00000558422,286,486,+
36386,36386,ENST00000403290,1211,1411,+
27405,27405,ENST00000350198,1544,1744,+
7008,7008,ENST00000462132,398,598,+
48338,48338,ENST00000512088,2,202,+
42037,42037,ENST00000519961,692,892,+
17304,17304,ENST00000629419,12,212,+
4633,4633,ENST00000396210,10,210,+
31086,31086,ENST00000398488,914,1114,+
17130,17130,ENST00000371828,348,548,+
40475,40475,ENST00000427482,272,472,+
19953,19953,ENST00000369442,276,476,+
41750,41750,ENST00000425032,2576,2776,+
27052,27052,ENST00000254976,151,351,+
44919,44919,ENST00000634662,1003,1203,+
30133,30133,ENST00000328070,273,473,+
10762,10762,ENST00000450950,16,216,+
13945,13945,ENST00000532996,812,1012,+
24941,24941,ENST00000335214,289,489,+
14342,14342,ENST00000647857,316,516,+
38367,38367,ENST00000355680,172,372,+
9290,9290,ENST00000358024,39,239,+
28931,28931,ENST00000336378,1754,1954,+
15989,15989,ENST00000340850,2638,2838,+
43123,43123,ENST00000321680,2142,2342,+
32696,32696,ENST00000537040,1097,1297,+
36405,36405,ENST00000616279,1718,1918,+
20597,20597,ENST00000507113,351,551,+
49956,49956,ENST00000510496,1556,1756,+
25868,25868,ENST00000507153,371,571,+
21199,21199,ENST00000357388,1047,1247,+
33367,33367,ENST00000503837,3399,3599,+
21924,21924,ENST00000366474,807,1007,+
34420,34420,ENST00000392079,407,607,+
46454,46454,ENST00000396227,205,405,+
40874,40874,ENST00000472795,91,291,+
31371,31371,ENST00000411529,538,738,+
46966,46966,ENST00000392476,885,1085,+
1893,1893,ENST00000380984,232,432,+
7833,7833,ENST00000350513,440,640,+
32651,32651,ENST00000403298,773,973,+
42904,42904,ENST00000485288,47,247,+
22886,22886,ENST00000367495,100,300,+
20746,20746,ENST00000396627,28,228,+
33030,33030,ENST00000650847,812,1012,+
375,375,ENST00000606377,12,212,+
18350,18350,ENST00000299045,100,300,+
30771,30771,ENST00000412368,446,646,+
1466,1466,ENST00000340513,887,1087,+
12615,12615,ENST00000440125,560,760,+
13543,13543,ENST00000569059,154,354,+
5696,5696,ENST00000559369,10,210,+
17627,17627,ENST00000543805,20,220,+
49870,49870,ENST00000356200,1067,1267,+
4837,4837,ENST00000378981,462,662,+
45649,45649,ENST00000298085,1241,1441,+
33709,33709,ENST00000286063,2010,2210,+
42431,42431,ENST00000613744,49,249,+
29098,29098,ENST00000647128,52,252,+
19041,19041,ENST00000264265,441,641,+
15882,15882,ENST00000442415,921,1121,+
10905,10905,ENST00000508775,107,307,+
28621,28621,ENST00000307297,550,750,+
48506,48506,ENST00000272638,1252,1452,+
4875,4875,ENST00000649872,28,228,+
39346,39346,ENST00000551733,91,291,+
19183,19183,ENST00000636007,1,201,+
20690,20690,ENST00000646909,323,523,+
13331,13331,ENST00000602689,32,232,+
46884,46884,ENST00000217305,143,343,+
33066,33066,ENST00000645565,231,431,+
25625,25625,ENST00000404771,3218,3418,+
23154,23154,ENST00000266563,788,988,+
17241,17241,ENST00000547221,74,274,+
40745,40745,ENST00000277865,745,945,+
2035,2035,ENST00000355303,2522,2722,+
20423,20423,ENST00000431941,564,764,+
10450,10450,ENST00000415095,701,901,+
42932,42932,ENST00000312049,1544,1744,+
18542,18542,ENST00000347108,2055,2255,+
43059,43059,ENST00000606793,798,998,+
17883,17883,ENST00000328313,54,254,+
49907,49907,ENST00000404724,1072,1272,+
41612,41612,ENST00000296145,337,537,+
6828,6828,ENST00000441545,767,967,+
7130,7130,ENST00000628578,0,200,+
40037,40037,ENST00000636559,466,666,+
40722,40722,ENST00000614454,743,943,+
20469,20469,ENST00000260302,786,986,+
16626,16626,ENST00000393551,658,858,+
13990,13990,ENST00000367641,229,429,+
35912,35912,ENST00000379080,87,287,+
18028,18028,ENST00000361368,1277,1477,+
7371,7371,ENST00000432911,344,544,+
40299,40299,ENST00000547076,26,226,+
5594,5594,ENST00000550195,403,603,+
27332,27332,ENST00000235372,1002,1202,+
46579,46579,ENST00000451053,154,354,+
45508,45508,ENST00000357227,572,772,+
34844,34844,ENST00000267113,513,713,+
4103,4103,ENST00000411486,1164,1364,+
7493,7493,ENST00000552588,4,204,+
46020,46020,ENST00000401447,46,246,+
29377,29377,ENST00000251074,488,688,+
38736,38736,ENST00000524472,9,209,+
24704,24704,ENST00000437822,146,346,+
15470,15470,ENST00000586810,49,249,+
23988,23988,ENST00000539945,320,520,+
26681,26681,ENST00000261007,354,554,+
20350,20350,ENST00000539476,137,337,+
45631,45631,ENST00000350427,384,584,+
49755,49755,ENST00000439685,2184,2384,+
47493,47493,ENST00000599898,4,204,+
39522,39522,ENST00000649352,1485,1685,+
2575,2575,ENST00000462330,102,302,+
30425,30425,ENST00000400577,132,332,+
14389,14389,ENST00000621161,148,348,+
4042,4042,ENST00000257536,860,1060,+
12853,12853,ENST00000652218,294,494,+
4078,4078,ENST00000216479,182,382,+
7754,7754,ENST00000376939,217,417,+
32467,32467,ENST00000394232,520,720,+
25216,25216,ENST00000329517,670,870,+
42230,42230,ENST00000427939,892,1092,+
30791,30791,ENST00000587807,0,200,+
15960,15960,ENST00000638820,1029,1229,+
19162,19162,ENST00000498148,63,263,+
37371,37371,ENST00000455895,169,369,+
21316,21316,ENST00000373509,728,928,+
14252,14252,ENST00000227451,579,779,+
34753,34753,ENST00000423158,532,732,+
20245,20245,ENST00000411458,1128,1328,+
40542,40542,ENST00000546370,5,205,+
9726,9726,ENST00000426142,1426,1626,+
16709,16709,ENST00000391894,424,624,+
43298,43298,ENST00000448418,131,331,+
22778,22778,ENST00000336334,449,649,+
935,935,ENST00000352855,442,642,+
4054,4054,ENST00000337943,637,837,+
48021,48021,ENST00000645345,41,241,+
37997,37997,ENST00000431372,381,581,+
20955,20955,ENST00000332810,675,875,+
13666,13666,ENST00000570101,793,993,+
40222,40222,ENST00000458310,54,254,+
34036,34036,ENST00000267383,201,401,+
864,864,ENST00000612238,67,267,+
37710,37710,ENST00000475892,1701,1901,+
2253,2253,ENST00000344921,86,286,+
22394,22394,ENST00000433696,858,1058,+
23382,23382,ENST00000267294,606,806,+
16755,16755,ENST00000356825,461,661,+
36634,36634,ENST00000376673,73,273,+
43116,43116,ENST00000553300,563,763,+
40708,40708,ENST00000426039,219,419,+
33377,33377,ENST00000534167,1294,1494,+
37419,37419,ENST00000567880,1247,1447,+
47885,47885,ENST00000238721,65,265,+
30005,30005,ENST00000560451,2455,2655,+
25256,25256,ENST00000447223,120,320,+
15886,15886,ENST00000233840,373,573,+
38687,38687,ENST00000648236,1169,1369,+
20013,20013,ENST00000393215,282,482,+
14022,14022,ENST00000378700,265,465,+
18748,18748,ENST00000549732,37,237,+
7148,7148,ENST00000272895,7459,7659,+
43403,43403,ENST00000204566,7,207,+
12997,12997,ENST00000373766,0,200,+
20173,20173,ENST00000644138,908,1108,+
46270,46270,ENST00000273695,186,386,+
5581,5581,ENST00000425163,138,338,+
10900,10900,ENST00000645249,75,275,+
5060,5060,ENST00000396294,821,1021,+
9615,9615,ENST00000648119,95,295,+
8044,8044,ENST00000511048,640,840,+
17046,17046,ENST00000618914,180,380,+
8386,8386,ENST00000393704,334,534,+
14629,14629,ENST00000374940,210,410,+
45394,45394,ENST00000417270,406,606,+
28835,28835,ENST00000356083,681,881,+
27564,27564,ENST00000478463,250,450,+
42079,42079,ENST00000547044,863,1063,+
2776,2776,ENST00000406263,294,494,+
45337,45337,ENST00000394126,738,938,+
43646,43646,ENST00000527020,772,972,+
49943,49943,ENST00000320220,366,566,+
7189,7189,ENST00000319023,1587,1787,+
13731,13731,ENST00000360655,1328,1528,+
5573,5573,ENST00000446496,6,206,+
6135,6135,ENST00000399391,381,581,+
29845,29845,ENST00000551632,17,217,+
20811,20811,ENST00000341633,228,428,+
10553,10553,ENST00000542898,1235,1435,+
5247,5247,ENST00000557850,449,649,+
21153,21153,ENST00000397570,420,620,+
3981,3981,ENST00000532635,1348,1548,+
24209,24209,ENST00000340611,2016,2216,+
30564,30564,ENST00000475573,4,204,+
11085,11085,ENST00000373824,69,269,+
19053,19053,ENST00000414527,155,355,+
27540,27540,ENST00000272133,75,275,+
16663,16663,ENST00000396388,720,920,+
2172,2172,ENST00000397087,252,452,+
32083,32083,ENST00000586984,277,477,+
31899,31899,ENST00000525422,179,379,+
45872,45872,ENST00000383693,260,460,+
48233,48233,ENST00000255389,382,582,+
41486,41486,ENST00000368571,939,1139,+
7452,7452,ENST00000359342,32,232,+
5197,5197,ENST00000468210,0,200,+
26270,26270,ENST00000455942,214,414,+
17793,17793,ENST00000367210,1283,1483,+
13210,13210,ENST00000616371,15,215,+
15995,15995,ENST00000445275,1088,1288,+
28992,28992,ENST00000522839,123,323,+
21057,21057,ENST00000581082,149,349,+
7206,7206,ENST00000372276,115,315,+
21267,21267,ENST00000344103,36,236,+
